Ano de Publicação,Título,Autor,Idioma,Nível do Autor,Avaliação Média,Contagem de Avaliações,Gênero,Vendas Brutas,Receita do Editor,Preço de Venda,Ranking de Vendas,Editora,Unidades Vendidas,Categoria de Avaliação
1967,Rosemary's Baby,Ira Levin,Inglês,Intermediário,3.96,78766,Ficção Científica,588.82,0.0,4.99,823,Amazon,34776,Média
1984,The Talisman,"Stephen King, Peter Straub",Inglês,Excelente,4.12,79508,Outro,234.82,140.892,1.99,823,Amazon,34776,Média
1998,The Path of Daggers,Robert Jordan,Inglês,Intermediário,3.9,74815,Ficção Científica,234.82,140.892,1.99,824,Amazon,34560,Baixa
1958,The Dharma Bums,Jack Kerouac,Inglês,Intermediário,3.94,62454,Infantil,725.7,435.42,6.15,825,Amazon,34560,Média
2010,The Reckoning,Kelley Armstrong,Inglês,Excelente,4.21,92922,Ficção Científica,466.83,0.0,3.99,826,Amazon,34560,Alta
2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,Inglês,Intermediário,3.97,69596,Ficção Científica,934.83,560.898,7.99,827,Random,34344,Média
1934,Mary Poppins,"P.L. Travers, Mary Shepard",Inglês,Excelente,4.05,82706,Ficção Científica,349.83,209.898,2.99,830,Amazon,34128,Média
2007,Red Seas Under Red Skies,Scott Lynch,Inglês,Excelente,4.23,68255,Ficção Científica,349.83,209.898,2.99,831,Amazon,34128,Alta
1984,The House on Mango Street,Sandra Cisneros,Inglês,Intermediário,3.57,81579,Ficção Científica,115.83,0.0,0.99,832,Amazon,34128,Baixa
2008,City of Thieves,David Benioff,Inglês,Excelente,4.28,68063,Ficção Científica,232.83,139.698,1.99,832,HarperCollins,34128,Alta
2007,Halfway to the Grave,Jeaniene Frost,Inglês,Excelente,4.18,106608,Ficção Científica,232.83,139.698,1.99,834,Amazon,33912,Alta
1980,The Twits,"Roald Dahl, Quentin Blake",Inglês,Intermediário,3.94,82458,Ficção Científica,855.27,513.162,7.31,836,Random,33696,Média
2003,Abhorsen,Garth Nix,Inglês,Excelente,4.29,80740,Outro,1519.83,911.898,12.99,836,Amazon,33696,Alta
2002,The Beach House,"James Patterson, Peter de Jonge",Inglês,Intermediário,3.82,68676,Ficção Científica,466.83,0.0,3.99,837,Amazon,33480,Baixa
1987,Eyes of the Dragon,Stephen King,Inglês,Intermediário,3.92,72714,Outro,700.83,420.498,5.99,837,HarperCollins,33264,Média
1976,Children of Dune,Frank Herbert,Inglês,Intermediário,3.9,74133,Ficção Científica,115.83,0.0,0.99,838,Amazon,33264,Baixa
2011,Leviathan Wakes,James S.A. Corey,Inglês,Excelente,4.2,68416,Outro,1689.48,1013.688,14.44,840,HarperCollins,33048,Alta
2015,Queen of Shadows,Sarah J. Maas,Inglês,Famoso,4.6,99067,Ficção Científica,349.83,209.898,2.99,841,Macmillan,33048,Alta
1991,Maus II : And Here My Troubles Began ,Art Spiegelman,Inglês,Famoso,4.41,90147,Outro,583.83,350.298,4.99,842,Hachette,32832,Alta
1962,The Snowy Day,Ezra Jack Keats,Inglês,Excelente,4.13,81914,Ficção Científica,1170.0,702.0,10.0,843,Amazon,32832,Alta
2003,To the Nines,Janet Evanovich,Inglês,Excelente,4.16,86963,Ficção Científica,1402.83,841.698,11.99,844,Penguin,32832,Alta
2012,Where We Belong,Emily Giffin,Inglês,Intermediário,3.86,68224,Outro,115.83,0.0,0.99,845,Amazon,32616,Baixa
1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,Inglês,Excelente,4.1,72207,Ficção Científica,349.83,0.0,2.99,846,Amazon,32616,Média
1999,ã‚¹ãƒ—ãƒ¼ãƒˆãƒ‹ã‚¯ã®æ‹äºº [SupÅ«toniku no Koibito],"Haruki Murakami, Philip Gabriel",Inglês,Intermediário,3.82,62229,Ficção Científica,1084.59,650.754,9.27,846,Penguin,32616,Baixa
2012,The Signature of All Things,Elizabeth Gilbert,Inglês,Intermediário,3.81,61135,Outro,232.83,139.698,1.99,848,Amazon,32400,Baixa
2003,"Eats, Shoots and Leaves",Lynne Truss,Inglês,Intermediário,3.86,79117,Ficção Científica,466.83,0.0,3.99,852,Amazon,32184,Baixa
2004,Dead Witch Walking,Kim Harrison,Inglês,Excelente,4.04,91390,Outro,349.83,0.0,2.99,852,Amazon,32184,Média
2009,An Echo in the Bone,Diana Gabaldon,Inglês,Famoso,4.42,68854,Ficção Científica,1391.13,834.678,11.89,854,Simon,32184,Alta
2011,Unearthly,Cynthia Hand,Inglês,Excelente,4.06,99942,Ficção Científica,232.83,139.698,1.99,857,Hachette,31968,Média
1988,The Case for Christ,Lee Strobel,Outro,Excelente,4.1,67128,Ficção Científica,799.11,479.466,6.83,859,Macmillan,31752,Média
2005,Knife of Dreams,Robert Jordan,Inglês,Excelente,4.12,71379,Ficção Científica,349.83,0.0,2.99,860,Amazon,31752,Média
2002,Hoot,Carl Hiaasen,Inglês,Intermediário,3.81,75275,Ficção Científica,583.83,350.298,4.99,862,Penguin,31752,Baixa
2012,This is How You Lose Her,Junot DÃ­az,Inglês,Intermediário,3.75,66720,Outro,624.08,374.448,5.38,865,Amazon,31536,Baixa
2004,ã‚¢ãƒ•ã‚¿ãƒ¼ãƒ€ãƒ¼ã‚¯ [AfutÄ dÄku],"Haruki Murakami, Jay Rubin",Inglês,Intermediário,3.68,64278,Ficção Científica,694.84,0.0,5.99,866,Amazon,31536,Baixa
1992,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,Inglês,Intermediário,3.97,63304,Ficção Científica,892.04,535.224,7.69,867,Random,31536,Média
2010,It's Not Summer Without You,Jenny Han,Inglês,Excelente,4.14,80367,Ficção Científica,346.84,0.0,2.99,868,Amazon,31536,Alta
2012,Pushing the Limits,Katie McGarry,Inglês,Excelente,4.08,93818,Ficção Científica,462.84,0.0,3.99,869,Amazon,31320,Média
2001,Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",Inglês,Intermediário,3.85,90908,Ficção Científica,114.84,68.904,0.99,869,Random,31320,Baixa
1977,Miss Nelson Is Missing!,"Harry Allard, James  Marshall",Inglês,Excelente,4.26,77206,Ficção Científica,1158.84,695.304,9.99,871,Penguin,31320,Alta
1979,The Long Walk,"Richard Bachman, Stephen King",Inglês,Excelente,4.11,71775,Outro,462.84,277.704,3.99,871,Hachette,31320,Média
2001,The Ersatz Elevator,"Lemony Snicket, Brett Helquist",Inglês,Excelente,4.01,90071,Outro,230.84,138.504,1.99,873,Random,31104,Média
2004,Messenger ,Lois Lowry,Inglês,Intermediário,3.9,79746,Ficção Científica,462.84,277.704,3.99,877,Amazon,30888,Baixa
2007,Lover Revealed,J.R. Ward,Inglês,Excelente,4.3,97830,Ficção Científica,694.84,0.0,5.99,879,Amazon,30888,Alta
2005,'Salem's Lot The Illustrated Edition,"Stephen King, Jerry N. Uelsmann",Inglês,Excelente,4.25,72797,Ficção Científica,770.24,462.144,6.64,879,Hachette,30672,Alta
2007,The Mysterious Benedict Society,"Trenton Lee Stewart, Carson Ellis",Inglês,Excelente,4.14,87335,Ficção Científica,114.84,68.904,0.99,881,Amazon,30672,Alta
2007,God is Not Great: How Religion Poisons Everything,Christopher Hitchens,Inglês,Intermediário,3.96,64347,Infantil,694.84,416.904,5.99,883,Amazon,30456,Média
2013,"Never Too Far (Too Far, #2)",Abbi Glines,Inglês,Excelente,4.21,97616,Ficção Científica,114.84,68.904,0.99,884,Amazon,30456,Alta
2004,State of Fear,Michael Crichton,Inglês,Intermediário,3.69,65397,Ficção Científica,114.84,68.904,0.99,885,Amazon,30240,Baixa
2012,The Statistical Probability of Love at First Sight,Jennifer E. Smith,Inglês,Intermediário,3.8,89356,Ficção Científica,114.84,0.0,0.99,886,Amazon,30240,Baixa
2004,The Golem's Eye,Jonathan Stroud,Inglês,Excelente,4.09,69058,Outro,810.84,486.504,6.99,886,Simon,29808,Média
1980,Still Life with Woodpecker,Tom Robbins,Inglês,Excelente,4.04,56802,Ficção Científica,346.84,0.0,2.99,887,Amazon,29808,Média
2004,Those Who Save Us,Jenna Blum,Inglês,Excelente,4.12,68480,Ficção Científica,114.84,0.0,0.99,890,Amazon,29808,Média
2005,The Broker,John Grisham,Inglês,Intermediário,3.77,65428,Ficção Científica,114.84,68.904,0.99,892,Amazon,29592,Baixa
2011,Across the Universe,Beth Revis,Inglês,Intermediário,3.78,94176,Ficção Científica,462.84,0.0,3.99,892,Amazon,29376,Baixa
1978,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth",M. Scott Peck,Inglês,Excelente,4.03,61238,Outro,1042.84,625.704,8.99,893,Amazon,29160,Média
2004,Blood Rites,Jim Butcher,Inglês,Excelente,4.33,79627,Outro,1041.68,625.008,8.98,894,Amazon,28944,Alta
1942,The Boxcar Children,"Gertrude Chandler Warner, L. Kate Deal",Inglês,Excelente,4.09,92916,Ficção Científica,1506.84,904.104,12.99,894,Simon,28944,Média
2013,The Silent Wife,A.S.A. Harrison,Inglês,Iniciante,3.3,60323,Outro,784.16,470.496,6.76,897,Amazon,28728,Baixa
2011,How to Be a Woman,Caitlin Moran,Inglês,Intermediário,3.73,70446,Ficção Científica,346.84,0.0,2.99,898,Amazon,28512,Baixa
2016,A Court of Mist and Fury,Sarah J. Maas,Inglês,Famoso,4.72,108384,Ficção Científica,1158.84,695.304,9.99,900,Simon,28512,Alta
2010,Life,Keith Richards,Inglês,Intermediário,3.84,60409,Ficção Científica,926.84,556.104,7.99,900,Random,28512,Baixa
2008,Unaccustomed Earth,Jhumpa Lahiri,Inglês,Excelente,4.11,60126,Ficção Científica,458.85,0.0,3.99,903,Amazon,28296,Média
1998,The Pilot's Wife,Anita Shreve,Inglês,Intermediário,3.5,71777,Ficção Científica,1367.35,820.41,11.89,904,Simon,28296,Baixa
1985,White Noise,Don DeLillo,Inglês,Intermediário,3.86,55678,Ficção Científica,573.85,0.0,4.99,905,Amazon,28296,Baixa
1992,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,Inglês,Famoso,4.42,66079,Ficção Científica,343.85,0.0,2.99,907,Amazon,2943,Alta
1859,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,Charles Darwin,Inglês,Intermediário,3.97,64162,Ficção Científica,1033.85,620.31,8.99,909,HarperCollins,2943,Média
2003,Blankets,Craig Thompson,Inglês,Excelente,4.06,70454,Ficção Científica,343.85,0.0,2.99,909,Amazon,2943,Média
2008,The Story of Edgar Sawtelle,David Wroblewski,Inglês,Intermediário,3.6,70382,Outro,343.85,0.0,2.99,910,Amazon,2943,Baixa
2000,Drowning Ruth,Christina Schwarz,Inglês,Intermediário,3.73,67768,Ficção Científica,573.85,0.0,4.99,911,Amazon,2916,Baixa
1971,Post Office,Charles Bukowski,Inglês,Excelente,4.01,59295,Outro,343.85,206.31,2.99,913,HarperCollins,2916,Média
1992,All the Pretty Horses,Cormac McCarthy,Inglês,Intermediário,3.97,68451,Ficção Científica,458.85,0.0,3.99,914,Amazon,2916,Média
1914,"Sherlock Holmes: The Complete Novels and Stories, Vol 2","Arthur Conan Doyle, Kyle Freeman",Outro,Famoso,4.46,66857,Outro,1263.85,758.31,10.99,914,Random,2916,Alta
1997,"One Piece, Volume 01","EiichirÅ Oda, Andy Nakatani",Inglês,Famoso,4.42,67047,Ficção Científica,458.85,0.0,3.99,915,Amazon,2916,Alta
1968,The Last Unicorn,Peter S. Beagle,Inglês,Excelente,4.18,76277,Ficção Científica,343.85,0.0,2.99,916,Amazon,2916,Alta
2005,Magyk,Angie Sage,Inglês,Intermediário,3.8,86805,Ficção Científica,343.85,206.31,2.99,917,Amazon,2916,Baixa
2000,Fever 1793,Laurie Halse Anderson,Inglês,Intermediário,3.89,81945,Ficção Científica,458.85,0.0,3.99,918,Amazon,2916,Baixa
2008,The Likeness,Tana French,Inglês,Excelente,4.05,72480,Ficção Científica,803.85,482.31,6.99,920,Penguin,2916,Média
2015,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,Inglês,Excelente,4.07,61439,Ficção Científica,930.35,558.21,8.09,921,Penguin,2916,Média
1894,The Jungle Book,Rudyard Kipling,Inglês,Intermediário,3.94,67107,Ficção Científica,113.85,68.31,0.99,922,Amazon,2916,Média
2013,I Am Pilgrim,Terry Hayes,Inglês,Excelente,4.23,49740,Ficção Científica,573.85,344.31,4.99,924,Amazon,2916,Alta
1956,Howl and Other Poems ,"Allen Ginsberg, William Carlos Williams",Inglês,Excelente,4.14,71968,Outro,1269.6,761.76,11.04,926,HarperCollins,2916,Alta
1997,Don't Sweat the Small Stuff,Richard Carlson,Inglês,Intermediário,3.95,63324,Ficção Científica,884.35,530.61,7.69,927,Random,2916,Média
2011,Go the Fuck to Sleep,"Adam Mansbach, Ricardo CortÃ©s",Inglês,Excelente,4.26,71816,Ficção Científica,113.85,68.31,0.99,930,Amazon,2916,Alta
1992,Mostly Harmless,Douglas Adams,Inglês,Intermediário,3.96,72426,Outro,573.85,344.31,4.99,931,Simon,2916,Média
2003,Benjamin Franklin: An American Life,Walter Isaacson,Inglês,Intermediário,3.96,70335,Ficção Científica,573.85,344.31,4.99,933,Macmillan,2916,Média
2011,The Tiger's Wife,TÃ©a Obreht,Inglês,Iniciante,3.37,66104,Ficção Científica,113.85,0.0,0.99,936,Amazon,2916,Baixa
2005,Poison Study,Maria V. Snyder,Inglês,Excelente,4.16,96417,Ficção Científica,343.85,0.0,2.99,937,Amazon,2916,Alta
2007,Lover Unbound,J.R. Ward,Inglês,Excelente,4.33,97514,Ficção Científica,910.86,546.516,7.99,938,Amazon,2916,Alta
2004,Going Postal,Terry Pratchett,Inglês,Excelente,4.36,75186,Ficção Científica,1366.86,820.116,11.99,939,Penguin,2916,Alta
1830,The Book of Mormon,"Anonymous, Joseph Smith Jr.",Inglês,Excelente,4.37,63530,Ficção Científica,1366.86,820.116,11.99,941,Random,2916,Alta
1980,The Mist,Stephen King,Inglês,Intermediário,3.92,82062,Outro,340.86,204.516,2.99,943,Amazon,2916,Média
2005,Dead Beat,Jim Butcher,Inglês,Famoso,4.43,78123,Ficção Científica,568.86,0.0,4.99,944,Amazon,2916,Alta
2015,Golden Son,Pierce Brown,Inglês,Famoso,4.46,57614,Ficção Científica,112.86,0.0,0.99,946,Amazon,2916,Alta
2002,Night Watch,Terry Pratchett,Inglês,Famoso,4.47,71271,Outro,910.86,546.516,7.99,947,Amazon,2916,Alta
1986,The Light Fantastic,Terry Pratchett,Inglês,Intermediário,3.94,75196,Outro,112.86,67.716,0.99,949,Amazon,2916,Média
2009,What the Dog Saw and Other Adventures,Malcolm Gladwell,Inglês,Intermediário,3.82,65277,Ficção Científica,876.66,525.996,7.69,950,Random,2916,Baixa
2015,Pretty Girls,Karin Slaughter,Inglês,Intermediário,3.95,60737,Ficção Científica,226.86,0.0,1.99,952,Amazon,2916,Média
2008,Last Argument of Kings,Joe Abercrombie,Inglês,Excelente,4.26,65068,Ficção Científica,568.86,341.316,4.99,952,Macmillan,2916,Alta
2014,Revival,Stephen King,Inglês,Intermediário,3.75,53662,Ficção Científica,568.86,0.0,4.99,953,Amazon,2916,Baixa
1954,Horton Hears a Who!,Dr. Seuss,Inglês,Excelente,4.16,80883,Ficção Científica,112.86,67.716,0.99,955,Amazon,2916,Alta
2006,The Blind Side: Evolution of a Game,Michael   Lewis,Inglês,Excelente,4.16,37792,Infantil,226.86,136.116,1.99,956,HarperCollins,2889,Alta
2001,Lirael,Garth Nix,Inglês,Excelente,4.29,78903,Ficção Científica,876.66,525.996,7.69,957,Penguin,2889,Alta
2006,School's Out Forever,James Patterson,Inglês,Excelente,4.16,90157,Ficção Científica,340.86,204.516,2.99,958,Amazon,2889,Alta
2007,é»’åŸ·äº‹ I [Kuroshitsuji I],"Yana Toboso, Tomo Kimura",Inglês,Excelente,4.37,74378,Outro,1366.86,820.116,11.99,960,Penguin,2889,Alta
2015,Winter,Marissa Meyer,Inglês,Famoso,4.49,100464,Outro,397.86,0.0,3.49,961,Amazon,2889,Alta
1886,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror ,"Robert Louis Stevenson, Robert Mighall",Inglês,Intermediário,3.94,80299,Ficção Científica,568.86,341.316,4.99,963,Random,2889,Média
2008,The Painted Man,Peter V. Brett,Inglês,Excelente,4.27,64416,Ficção Científica,454.86,272.916,3.99,966,Amazon,2889,Alta
2005,One Shot,Lee Child,Inglês,Excelente,4.2,63335,Ficção Científica,340.86,204.516,2.99,968,Simon,2889,Alta
2012,The Serpent's Shadow,Rick Riordan,Inglês,Excelente,4.28,82757,Ficção Científica,345.42,0.0,3.03,968,Amazon,2889,Alta
2008,Duma Key,Stephen King,Inglês,Intermediário,3.93,73807,Ficção Científica,844.74,506.844,7.41,969,Macmillan,2889,Média
2006,The Shifting Fog,Kate Morton,Inglês,Intermediário,3.93,69948,Ficção Científica,228.0,0.0,2.0,970,Amazon,2889,Média
2006,Proven Guilty,Jim Butcher,Inglês,Famoso,4.41,75133,Ficção Científica,778.62,467.172,6.83,971,Simon,2889,Alta
1864,Ð—Ð°Ð¿Ð¸ÑÐºÐ¸ Ð¸Ð· Ð¿Ð¾Ð´Ð¿Ð¾Ð»ÑŒÑ,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",Inglês,Excelente,4.17,65900,Ficção Científica,910.86,546.516,7.99,971,Random,2889,Alta
1940,The Heart is a Lonely Hunter,Carson McCullers,Inglês,Intermediário,3.97,67643,Ficção Científica,454.86,0.0,3.99,972,Amazon,2889,Média
2014,The Infinite Sea,Rick Yancey,Inglês,Intermediário,3.94,78314,Ficção Científica,454.86,0.0,3.99,973,Amazon,2889,Média
1958,The Once and Future King,T.H. White,Inglês,Excelente,4.08,76911,Outro,746.7,448.02,6.55,973,Macmillan,2889,Média
1992,Small Gods,Terry Pratchett,Inglês,Excelente,4.27,72588,Ficção Científica,1220.4,732.24,10.8,977,HarperCollins,2889,Alta
1999,"Bud, Not Buddy",Christopher Paul Curtis,Inglês,Intermediário,3.89,73000,Ficção Científica,431.66,258.996,3.82,980,Amazon,2889,Baixa
2007,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,Inglês,Excelente,4.1,61496,Ficção Científica,563.87,0.0,4.99,982,Amazon,2889,Média
2012,Ø§Ù„ÙÙŠÙ„ Ø§Ù„Ø£Ø²Ø±Ù‚,Ø£Ø­Ù…Ø¯ Ù…Ø±Ø§Ø¯,Árabe,Intermediário,3.8,53187,Outro,1128.87,677.322,9.99,984,Amazon,2889,Baixa
1980,The Indian in the Cupboard,Lynne Reid Banks,Inglês,Intermediário,3.89,77046,Ficção Científica,450.87,0.0,3.99,985,Amazon,2889,Baixa
2012,A Memory of Light,"Robert Jordan, Brandon Sanderson",Inglês,Famoso,4.5,68410,Ficção Científica,450.87,0.0,3.99,986,Amazon,2889,Alta
2012,Me and Earl and the Dying Girl,Jesse Andrews,Inglês,Intermediário,3.58,82270,Outro,1241.87,745.122,10.99,988,Random,2889,Baixa
2010,The Ugly Truth,Jeff Kinney,Inglês,Excelente,4.16,68701,Outro,111.87,67.122,0.99,990,Amazon,2889,Alta
2002,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Janet Evanovich,Outro,Excelente,4.34,63691,Ficção Científica,169.5,101.7,1.5,992,HarperCollins,2889,Alta
1998,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",Simon Winchester,Inglês,Intermediário,3.84,71411,Ficção Científica,450.87,270.522,3.99,993,Simon,2862,Baixa
2002,2nd Chance,"James Patterson, Andrew Gross",Inglês,Excelente,4.01,68834,Ficção Científica,1388.77,833.262,12.29,993,HarperCollins,2862,Média
1986,The Complete Maus,Art Spiegelman,Inglês,Famoso,4.53,76785,Outro,111.87,67.122,0.99,994,Amazon,2862,Alta
2001,The Eyre Affair,Jasper Fforde,Inglês,Intermediário,3.92,85683,Outro,111.87,67.122,0.99,995,Amazon,2862,Média
1989,Anne Rice's The Vampire Lestat: The Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick GrÃ¶ss",Inglês,Excelente,4.17,61842,Ficção Científica,111.87,0.0,0.99,996,Amazon,2862,Alta
1998,The Art of Happiness: A Handbook for Living,"Dalai Lama XIV, Howard C. Cutler",Inglês,Excelente,4.14,61498,Outro,1327.75,796.65,11.75,1000,Random,2862,Alta
2014,The Bone Clocks,David Mitchell,Inglês,Intermediário,3.81,53151,Ficção Científica,781.96,469.176,6.92,1001,Random,2862,Baixa
1998,Black and Blue,Anna Quindlen,Inglês,Intermediário,3.86,67753,Ficção Científica,450.87,270.522,3.99,1001,Amazon,2862,Baixa
2004,The Last Juror,John Grisham,Inglês,Intermediário,3.85,63114,Outro,970.67,582.402,8.59,1005,Penguin,2862,Baixa
2003,Diary,Chuck Palahniuk,Inglês,Intermediário,3.6,58428,Ficção Científica,1015.87,609.522,8.99,1006,Hachette,2862,Baixa
2005,Eleven on Top,Janet Evanovich,Inglês,Excelente,4.15,84363,Ficção Científica,846.37,507.822,7.49,1006,Penguin,2862,Alta
2005,Tintenblut,"Cornelia Funke, Anthea Bell",Inglês,Intermediário,3.91,82291,Ficção Científica,789.87,473.922,6.99,1007,Amazon,2862,Baixa
2003,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,Inglês,Intermediário,3.75,56548,Ficção Científica,111.87,67.122,0.99,1007,Amazon,2862,Baixa
1945,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,Inglês,Intermediário,3.99,69087,Outro,224.87,134.922,1.99,1008,Amazon,2862,Média
2007,White Night,Jim Butcher,Inglês,Famoso,4.41,73534,Ficção Científica,111.87,67.122,0.99,1009,Amazon,2862,Alta
2014,The Miniaturist,Jessie Burton,Inglês,Intermediário,3.58,56344,Ficção Científica,224.87,134.922,1.99,1010,HarperCollins,2862,Baixa
1984,Dragons of Autumn Twilight,"Margaret Weis, Tracy Hickman",Inglês,Excelente,4.03,76219,Outro,992.14,595.284,8.78,1011,Simon,2862,Média
2006,The Lost Colony,Eoin Colfer,Inglês,Excelente,4.01,103844,Outro,282.5,169.5,2.5,1012,Amazon,2862,Média
2006,Extras,Scott Westerfeld,Inglês,Intermediário,3.59,85873,Ficção Científica,110.88,66.528,0.99,1013,Amazon,2862,Baixa
2005,The Burning Bridge,John Flanagan,Inglês,Excelente,4.28,74156,Outro,838.88,503.328,7.49,1015,Macmillan,2862,Alta
2014,The Book of Life,Deborah Harkness,Inglês,Excelente,4.15,63027,Ficção Científica,334.88,0.0,2.99,1019,Amazon,2862,Alta
1992,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,Inglês,Intermediário,3.89,66049,Ficção Científica,670.88,0.0,5.99,1020,Amazon,4480,Baixa
1992,The Stinky Cheese Man and Other Fairly Stupid Tales,"Jon Scieszka, Lane Smith",Inglês,Excelente,4.2,78487,Outro,334.88,200.928,2.99,1020,Amazon,4480,Alta
2009,Horns,Joe Hill,Inglês,Intermediário,3.92,66287,Outro,334.88,200.928,2.99,1022,Hachette,4480,Média
2011,Catherine the Great: Portrait of a Woman,Robert K. Massie,Inglês,Intermediário,3.91,66591,Ficção Científica,110.88,0.0,0.99,1023,Amazon,4480,Baixa
2009,The Year of the Flood,Margaret Atwood,Inglês,Excelente,4.05,68597,Ficção Científica,894.88,536.928,7.99,1024,Simon,4480,Média
2009,Winter Garden,Kristin Hannah,Inglês,Excelente,4.13,66577,Ficção Científica,334.88,0.0,2.99,1027,Amazon,4480,Alta
2003,The King of Torts,John Grisham,Inglês,Intermediário,3.67,61835,Outro,670.88,402.528,5.99,1027,HarperCollins,4480,Baixa
2006,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",Inglês,Excelente,4.34,46551,Ficção Científica,446.88,0.0,3.99,1030,Amazon,4440,Alta
2008,The 3 Mistakes of My Life,Chetan Bhagat,Inglês,Intermediário,2.97,53331,Ficção Científica,894.88,536.928,7.99,1032,Random,4440,Baixa
1926,The Murder of Roger Ackroyd,Agatha Christie,Inglês,Excelente,4.2,71354,Outro,842.24,505.344,7.52,1032,Amazon,4440,Alta
1940,Native Son ,Richard Wright,Inglês,Intermediário,3.96,66194,Ficção Científica,334.88,0.0,2.99,1033,Amazon,4440,Média
2008,Shadow's Edge,Brent Weeks,Inglês,Excelente,4.27,66390,Ficção Científica,1326.08,795.648,11.84,1033,Random,4440,Alta
2011,Under the Never Sky,Veronica Rossi,Inglês,Excelente,4.01,74029,Ficção Científica,446.88,0.0,3.99,1034,Amazon,4440,Média
2003,True Believer,Nicholas Sparks,Inglês,Intermediário,3.8,62840,Ficção Científica,558.88,0.0,4.99,1035,Amazon,4440,Baixa
2011,The Lean Startupâ€Ž,Eric Ries,Inglês,Excelente,4.04,86284,Ficção Científica,110.88,66.528,0.99,1036,Amazon,4440,Média
2012,The Golden Lily,Richelle Mead,Inglês,Excelente,4.36,86929,Ficção Científica,1230.88,738.528,10.99,1037,Penguin,4440,Alta
2008,Chasing Harry Winston,Lauren Weisberger,Inglês,Iniciante,3.32,63342,Ficção Científica,558.88,335.328,4.99,1042,Random,4440,Baixa
1983,Magician's Gambit,David Eddings,Outro,Excelente,4.13,69616,Ficção Científica,334.88,0.0,2.99,1042,Amazon,4440,Alta
1960,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,Inglês,Excelente,4.15,64391,Ficção Científica,334.88,200.928,2.99,1044,HarperCollins,4440,Alta
2005,A Long Way Down,Nick Hornby,Inglês,Iniciante,3.41,59843,Outro,446.88,268.128,3.99,1046,Hachette,4440,Baixa
1993,Out from Boneville,"Jeff Smith, Steve Hamaker",Inglês,Excelente,4.16,62330,Ficção Científica,670.88,0.0,5.99,1048,Amazon,4400,Alta
1995,Rose Madder,Stephen King,Inglês,Intermediário,3.66,70921,Ficção Científica,222.88,133.728,1.99,1049,Simon,4400,Baixa
1998,"Die Trying (Jack Reacher, #2)",Lee Child,Inglês,Intermediário,4.0,62128,Ficção Científica,334.88,200.928,2.99,1050,Macmillan,4400,Média
2011,Beautiful Chaos,"Kami Garcia, Margaret Stohl, Paz Pruneda",Inglês,Intermediário,3.95,69709,Ficção Científica,222.88,133.728,1.99,1050,Hachette,4400,Média
1999,Keeping Faith,Jodi Picoult,Outro,Intermediário,3.79,62405,Ficção Científica,109.89,0.0,0.99,1052,Amazon,4400,Baixa
2007,Heart-Shaped Box,Joe Hill,Inglês,Intermediário,3.82,65005,Ficção Científica,331.89,0.0,2.99,1052,Amazon,4400,Baixa
2010,Cabin Fever,Jeff Kinney,Inglês,Excelente,4.21,63347,Outro,1330.89,798.534,11.99,1053,Penguin,4400,Alta
2005,Everyone Worth Knowing,Lauren Weisberger,Inglês,Iniciante,3.39,59932,Ficção Científica,109.89,0.0,0.99,1055,Amazon,4400,Baixa
1986,Redwall,Brian Jacques,Inglês,Excelente,4.11,73918,Ficção Científica,331.89,0.0,2.99,1056,Amazon,4400,Média
1848,Manifest der Kommunistischen Partei,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",Inglês,Intermediário,3.51,56464,Ficção Científica,331.89,0.0,2.99,1057,Amazon,4400,Baixa
2016,The Woman in Cabin 10,Ruth Ware,Inglês,Intermediário,3.67,90541,Outro,109.89,65.934,0.99,1058,Amazon,4400,Baixa
1826,The Last of the Mohicans: A Narrative of 1757,James Fenimore Cooper,Inglês,Intermediário,3.69,67632,Ficção Científica,109.89,0.0,0.99,1058,Amazon,4400,Baixa
1979,Sophie's Choice,William Styron,Inglês,Excelente,4.18,66923,Outro,220.89,132.534,1.99,1059,Amazon,4400,Alta
