Idade,Sexo,Raça,Estado civil,Educação,Emprego,Salario,Quantos livros você leu nos últimos 12 meses?,Leu algum livro físico nos últimos 12 meses?,Leu algum audiolivro nos últimos 12 meses?,Leu algum e-book nos últimos 12 meses?,"No último livro que você leu, você…",Você costuma ler notícias ou jornais diariamente?,Você costuma ler revistas?,Categoria de Idade,Frequência de Leitura
19,Feminino,Branca,Outros,Ensino médio completo,Empregado (Meio Período),"$100,000 a $150,000",50,Sim,Não,Sim,Pegou emprestado de alguém,Sim,Sim,Adulto,Alta
19,Masculino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$100,000 a $150,000",50,Sim,Não,Sim,Pegou de outra forma,Sim,Não,Adulto,Alta
17,Masculino,Branca,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$50,000 - $75,000",50,Sim,Não,Não,Comprou o livro,Não,Sim,Adolescente,Alta
16,Masculino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$10,000 - $20,000",50,Sim,Não,Não,Pegou de outra forma,Não,Não,Adolescente,Alta
75,Feminino,Branca,Casado,Ensino superior completo,Aposentado,Não Informado,48,Sim,Não,Sim,Pegou emprestado de alguém,Sim,Sim,Idoso,Alta
67,Feminino,Branca,Divorciado,Ensino médio completo,Aposentado,"$40,000 - $50,000",48,Sim,Sim,Não,Comprou o livro,Sim,Não,Idoso,Alta
60,Feminino,Branca,Viúvo,Ensino médio completo,Desempregado,Não Informado,48,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Alta
55,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",48,Sim,Sim,Sim,Comprou o livro,Sim,Não,Adulto,Alta
47,Feminino,Branca,Outros,Ensino médio completo,Autônomo,"$40,000 - $50,000",48,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Alta
23,Masculino,Outro,Solteiro,Ensino médio completo,Desempregado,"$10,000 - $20,000",47,Sim,Não,Sim,Pegou de outra forma,Não,Sim,Adulto,Alta
46,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",47,Sim,Não,Sim,Pegou de outra forma,Sim,Sim,Adulto,Alta
27,Feminino,Preta,Solteiro,Ensino médio completo,Empregado (Integral),"Menos que $10,000",45,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Alta
22,Feminino,Preta,Solteiro,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",45,Sim,Não,Sim,Comprou o livro,Não,Sim,Adulto,Alta
70,Masculino,Branca,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",45,Sim,Sim,Não,Comprou o livro,Sim,Sim,Idoso,Alta
67,Masculino,Branca,Casado,Ensino superior completo,Empregado (Meio Período),"$40,000 - $50,000",45,Sim,Sim,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Alta
38,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",45,Sim,Não,Sim,Pegou numa biblioteca,Sim,Sim,Adulto,Alta
18,Feminino,Branca,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$10,000 - $20,000",45,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Alta
17,Masculino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$50,000 - $75,000",45,Sim,Sim,Sim,Pegou de outra forma,Sim,Sim,Adolescente,Alta
59,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",43,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Alta
27,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$50,000 - $75,000",42,Sim,Sim,Não,Comprou o livro,Sim,Sim,Adulto,Alta
73,Masculino,Não Informado,Casado,Pós-graduação,Aposentado,"$100,000 - $150,000",40,Sim,Sim,Sim,Pegou numa biblioteca,Sim,Sim,Idoso,Alta
69,Masculino,Não Informado,Casado,Pós-graduação,Aposentado,Não Informado,40,Sim,Não,Sim,Pegou emprestado de alguém,Sim,Não,Idoso,Alta
21,Masculino,Asiática,Solteiro,Ensino médio completo,Empregado (Integral),"Menos que $10,000",40,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Alta
23,Feminino,Preta,Outros,Ensino médio completo,Desempregado,"$10,000 - $20,000",40,Não,Não,Não,Comprou o livro,Sim,Sim,Adulto,Alta
19,Masculino,Preta,Solteiro,Ensino médio completo,Empregado (Meio Período),"$50,000 - $75,000",40,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Adulto,Alta
83,Masculino,Branca,Casado,Ensino médio incompleto,Aposentado,"$50,000 - $75,000",40,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Alta
80,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,Não Informado,40,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Alta
75,Feminino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,40,Sim,Não,Sim,Pegou numa biblioteca,Sim,Não,Idoso,Alta
74,Feminino,Branca,Casado,Ensino médio completo,Empregado (Meio Período),"$30,000 - $40,000",40,Sim,Não,Sim,Pegou de outra forma,Sim,Sim,Idoso,Alta
69,Masculino,Branca,Viúvo,Pós-graduação,Aposentado,"$50,000 - $75,000",40,Sim,Sim,Sim,Pegou de outra forma,Sim,Sim,Idoso,Alta
69,Masculino,Branca,Casado,Ensino superior completo,Aposentado,"$100,000 - $150,000",40,Sim,Sim,Não Informado,Pegou numa biblioteca,Não,Sim,Idoso,Alta
68,Masculino,Branca,Casado,Pós-graduação,Aposentado,"$100,000 - $150,000",40,Não,Sim,Não,Comprou o livro,Não,Não,Idoso,Alta
68,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$40,000 - $50,000",40,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Idoso,Alta
66,Masculino,Branca,Casado,Pós-graduação,Aposentado,"$100,000 - $150,000",40,Sim,Não,Sim,Comprou o livro,Sim,Sim,Idoso,Alta
65,Masculino,Branca,Casado,Pós-graduação,Empregado (Meio Período),Não Informado,40,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Idoso,Alta
63,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$30,000 - $40,000",40,Sim,Não,Sim,Pegou numa biblioteca,Não,Não,Idoso,Alta
63,Feminino,Branca,Viúvo,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",40,Sim,Não,Sim,Comprou o livro,Sim,Não,Idoso,Alta
63,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",40,Sim,Não,Sim,Pegou emprestado de alguém,Sim,Sim,Idoso,Alta
63,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",40,Sim,Não,Não,Comprou o livro,Não,Não,Idoso,Alta
62,Masculino,Branca,Casado,Ensino superior completo,Aposentado,"$75,000 - $100,000",40,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Idoso,Alta
60,Feminino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",40,Sim,Sim,Sim,Comprou o livro,Sim,Não,Idoso,Alta
58,Feminino,Branca,Casado,Pós-graduação,Aposentado,"$100,000 - $150,000",40,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Alta
57,Masculino,Branca,Solteiro,Ensino médio completo,Desempregado,"$100,000 a $150,000",40,Não,Não,Não,Comprou o livro,Não,Sim,Adulto,Alta
55,Feminino,Branca,Casado,Pós-graduação,Empregado (Integral),"$50,000 - $75,000",40,Sim,Sim,Sim,Pegou numa biblioteca,Sim,Sim,Adulto,Alta
54,Feminino,Branca,Casado,Ensino médio completo,Desempregado,"$100,000 - $150,000",40,Sim,Sim,Sim,Pegou emprestado de alguém,Sim,Sim,Adulto,Alta
54,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",40,Sim,Não,Sim,Pegou emprestado de alguém,Não,Sim,Adulto,Alta
54,Feminino,Branca,Casado,Ensino médio completo,Empregado (Meio Período),"$75,000 - $100,000",40,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Alta
54,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",40,Sim,Não,Sim,Pegou emprestado de alguém,Sim,Sim,Adulto,Alta
53,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",40,Sim,Não,Sim,Pegou de outra forma,Sim,Sim,Adulto,Alta
52,Feminino,Branca,Divorciado,Ensino médio completo,Desempregado,"Menos que $10,000",40,Não,Não,Não,Comprou o livro,Sim,Não,Adulto,Alta
52,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),Não Informado,40,Sim,Não,Sim,Comprou o livro,Não,Não,Adulto,Alta
50,Masculino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",40,Sim,Não,Sim,Pegou numa biblioteca,Sim,Sim,Adulto,Alta
49,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",40,Sim,Não,Sim,Comprou o livro,Sim,Não,Adulto,Alta
47,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",40,Sim,Não,Não,Pegou de outra forma,Sim,Não,Adulto,Alta
46,Masculino,Branca,Outros,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",40,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Adulto,Alta
45,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",40,Não,Não,Sim,Comprou o livro,Sim,Não,Adulto,Alta
42,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),Não Informado,40,Sim,Sim,Sim,Pegou de outra forma,Sim,Sim,Adulto,Alta
41,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",40,Sim,Não,Não,Pegou numa biblioteca,Sim,Não,Adulto,Alta
39,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",40,Sim,Não,Sim,Pegou de outra forma,Sim,Sim,Adulto,Alta
37,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",40,Sim,Não,Sim,Pegou de outra forma,Não,Sim,Adulto,Alta
35,Masculino,Branca,Casado,Ensino superior completo,Desempregado,"$10,000 - $20,000",40,Sim,Não,Sim,Comprou o livro,Sim,Não,Adulto,Alta
35,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",40,Sim,Não,Sim,Pegou emprestado de alguém,Não,Sim,Adulto,Alta
34,Feminino,Branca,Outros,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",40,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Adulto,Alta
33,Feminino,Branca,Casado,Ensino superior completo,Desempregado,"$75,000 - $100,000",40,Sim,Não,Sim,Pegou numa biblioteca,Não,Sim,Adulto,Alta
33,Feminino,Branca,Casado,Ensino superior completo,Desempregado,Não Informado,40,Sim,Não,Sim,Pegou numa biblioteca,Sim,Sim,Adulto,Alta
32,Masculino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",40,Sim,Sim,Sim,Pegou emprestado de alguém,Não,Não,Adulto,Alta
29,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",40,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Adulto,Alta
23,Masculino,Branca,Solteiro,Pós-graduação,Empregado (Integral),"$50,000 - $75,000",40,Sim,Não,Sim,Comprou o livro,Não,Sim,Adulto,Alta
22,Masculino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",40,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Adulto,Alta
20,Masculino,Branca,Solteiro,Ensino médio completo,Empregado (Meio Período),"$10,000 - $20,000",40,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Alta
19,Feminino,Branca,Solteiro,Ensino médio completo,Empregado (Meio Período),"$50,000 - $75,000",40,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Alta
16,Feminino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$75,000 - $100,000",40,Sim,Sim,Não,Comprou o livro,Sim,Não,Adolescente,Alta
16,Masculino,Branca,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$40,000 - $50,000",40,Sim,Não,Sim,Comprou o livro,Não,Sim,Adolescente,Alta
22,Masculino,Raça Mista,Outros,Ensino médio completo,Empregado (Meio Período),"$40,000 - $50,000",38,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Adulto,Alta
62,Feminino,Branca,Casado,Ensino superior completo,Outro,"$50,000 - $75,000",37,Sim,Sim,Sim,Comprou o livro,Não,Não,Idoso,Alta
20,Feminino,Preta,Solteiro,Ensino médio incompleto,Desempregado,"$10,000 - $20,000",36,Sim,Não,Não,Pegou de outra forma,Não,Não,Adulto,Alta
86,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$100,000 a $150,000",36,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Idoso,Alta
82,Feminino,Branca,Casado,Ensino superior completo,Empregado (Meio Período),Não Informado,36,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Alta
77,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$30,000 - $40,000",36,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Idoso,Alta
72,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$50,000 - $75,000",36,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Alta
70,Masculino,Branca,Não Informado,Pós-graduação,Aposentado,Não Informado,36,Sim,Não,Não,Pegou numa biblioteca,Não,Não,Idoso,Alta
64,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",36,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Idoso,Alta
57,Feminino,Branca,Divorciado,Ensino superior completo,Empregado (Meio Período),Não Informado,36,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Alta
55,Feminino,Branca,Casado,Ensino médio completo,Desabilitado,"$10,000 - $20,000",36,Sim,Não,Sim,Comprou o livro,Não,Sim,Adulto,Alta
52,Masculino,Branca,Divorciado,Pós-graduação,Aposentado,"$10,000 - $20,000",36,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Adulto,Alta
42,Feminino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",36,Não,Não,Sim,Comprou o livro,Sim,Não,Adulto,Alta
36,Feminino,Branca,Solteiro,Ensino superior completo,Desempregado,"$50,000 - $75,000",36,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Adulto,Alta
36,Feminino,Branca,Casado,Ensino superior completo,Desempregado,"$100,000 - $150,000",36,Sim,Sim,Sim,Pegou de outra forma,Sim,Sim,Adulto,Alta
30,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",36,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Alta
29,Feminino,Branca,Solteiro,Pós-graduação,Desempregado,"$30,000 - $40,000",36,Sim,Sim,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Alta
17,Feminino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$50,000 - $75,000",36,Sim,Não,Não,Comprou o livro,Sim,Sim,Adolescente,Alta
74,Feminino,Não Informado,Viúvo,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",35,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Idoso,Alta
22,Masculino,Preta,Solteiro,Ensino médio completo,Empregado (Meio Período),"Menos que $10,000",35,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Alta
79,Masculino,Branca,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",35,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Idoso,Alta
72,Feminino,Branca,Viúvo,Pós-graduação,Empregado (Meio Período),"$75,000 - $100,000",35,Sim,Sim,Não,Pegou numa biblioteca,Sim,Sim,Idoso,Alta
71,Feminino,Branca,Divorciado,Pós-graduação,Empregado (Meio Período),"$50,000 - $75,000",35,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Idoso,Alta
65,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$10,000 - $20,000",35,Não,Não,Sim,Comprou o livro,Não,Não,Idoso,Alta
62,Feminino,Branca,Casado,Ensino superior completo,Aposentado,"$30,000 - $40,000",35,Sim,Não,Não,Comprou o livro,Não,Sim,Idoso,Alta
58,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",35,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Alta
51,Feminino,Branca,Divorciado,Ensino superior completo,Empregado (Integral),"$10,000 - $20,000",35,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Alta
51,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$50,000 - $75,000",35,Sim,Não,Sim,Pegou numa biblioteca,Sim,Sim,Adulto,Alta
43,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",35,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Adulto,Alta
42,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",35,Sim,Não,Sim,Pegou emprestado de alguém,Sim,Não,Adulto,Alta
39,Feminino,Branca,Casado,Pós-graduação,Desempregado,"$40,000 - $50,000",35,Sim,Não,Sim,Pegou de outra forma,Sim,Sim,Adulto,Alta
33,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",35,Sim,Sim,Não,Comprou o livro,Sim,Sim,Adulto,Alta
24,Masculino,Branca,Solteiro,Pós-graduação,Empregado (Integral),"$10,000 - $20,000",35,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adulto,Alta
57,Feminino,Branca,Divorciado,Ensino médio completo,Desabilitado,"$100,000 - $150,000",32,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Alta
39,Feminino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",32,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Alta
28,Feminino,Branca,Casado,Ensino médio completo,Empregado (Meio Período),"$10,000 - $20,000",32,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Alta
55,Masculino,Não Informado,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",30,Não,Sim,Não,Comprou o livro,Não,Não,Adulto,Alta
52,Masculino,Não Informado,Casado,Não Informado,Empregado (Meio Período),"$50,000 - $75,000",30,Sim,Não,Não,Pegou numa biblioteca,Sim,Não,Adulto,Alta
49,Masculino,Não Informado,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",30,Sim,Não,Sim,Comprou o livro,Não,Sim,Adulto,Alta
36,Feminino,Outro,Solteiro,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",30,Sim,Sim,Sim,Comprou o livro,Não,Não,Adulto,Alta
25,Feminino,Outro,Solteiro,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",30,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Alta
20,Masculino,Outro,Solteiro,Ensino superior completo,Estudante,"$10,000 - $20,000",30,Sim,Não,Sim,Comprou o livro,Não,Não,Adulto,Alta
18,Feminino,Indígena,Solteiro,Ensino médio completo,Desempregado,"$50,000 - $75,000",30,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Alta
72,Masculino,Raça Mista,Divorciado,Ensino médio completo,Aposentado,"$10,000 - $20,000",30,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Alta
54,Masculino,Raça Mista,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",30,Sim,Sim,Sim,Comprou o livro,Não,Sim,Adulto,Alta
16,Feminino,Raça Mista,Solteiro,Ensino médio incompleto,Desempregado,"$40,000 - $50,000",30,Não Informado,Sim,Não,Pegou numa biblioteca,Sim,Sim,Adolescente,Alta
50,Feminino,Asiática,Casado,Ensino médio completo,Desempregado,"$100,000 - $150,000",30,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Alta
35,Masculino,Asiática,Solteiro,Ensino superior completo,Empregado (Integral),"Menos que $10,000",30,Sim,Sim,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Alta
63,Feminino,Preta,Viúvo,Pós-graduação,Aposentado,"$50,000 - $75,000",30,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Idoso,Alta
57,Feminino,Preta,Solteiro,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",30,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Alta
56,Feminino,Preta,Divorciado,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",30,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Alta
52,Feminino,Preta,Solteiro,Ensino superior completo,Desempregado,"$40,000 - $50,000",30,Sim,Não,Não,Pegou numa biblioteca,Não,Sim,Adulto,Alta
42,Feminino,Preta,Solteiro,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",30,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Alta
29,Masculino,Preta,Solteiro,Ensino superior completo,Empregado (Integral),"$40,000 - $50,000",30,Sim,Não,Sim,Comprou o livro,Não,Não,Adulto,Alta
29,Masculino,Preta,Solteiro,Ensino superior completo,Empregado (Meio Período),"$10,000 - $20,000",30,Sim,Sim,Não,Comprou o livro,Sim,Sim,Adulto,Alta
25,Masculino,Preta,Solteiro,Ensino médio completo,Desempregado,"Menos que $10,000",30,Sim,Não Informado,Sim,Pegou emprestado de alguém,Sim,Sim,Adulto,Alta
23,Masculino,Preta,Outros,Ensino médio completo,Desempregado,"$10,000 - $20,000",30,Sim,Não,Não,Pegou de outra forma,Sim,Não,Adulto,Alta
22,Masculino,Preta,Solteiro,Ensino médio completo,Empregado (Meio Período),"$50,000 - $75,000",30,Sim,Não,Sim,Pegou de outra forma,Não,Não,Adulto,Alta
20,Feminino,Preta,Solteiro,Ensino médio completo,Desempregado,"$10,000 - $20,000",30,Sim,Sim,Não,Pegou numa biblioteca,Sim,Não,Adulto,Alta
20,Masculino,Preta,Solteiro,Ensino médio completo,Empregado (Meio Período),"$10,000 - $20,000",30,Sim,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Alta
16,Feminino,Preta,Solteiro,Ensino médio incompleto,Estudante,"$100,000 a $150,000",30,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Adolescente,Alta
16,Masculino,Preta,Não Informado,Ensino médio incompleto,Desempregado,Não Informado,30,Não,Não,Não,Pegou de outra forma,Sim,Não,Adolescente,Alta
16,Masculino,Preta,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$75,000 - $100,000",30,Sim,Não,Não,Pegou numa biblioteca,Sim,Não,Adolescente,Alta
82,Masculino,Branca,Casado,Ensino superior completo,Aposentado,"$75,000 - $100,000",30,Sim,Não,Sim,Pegou emprestado de alguém,Sim,Sim,Idoso,Alta
77,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$10,000 - $20,000",30,Sim,Não,Sim,Pegou emprestado de alguém,Sim,Sim,Idoso,Alta
74,Feminino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,30,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Alta
72,Feminino,Branca,Viúvo,Ensino técnico,Aposentado,"$10,000 - $20,000",30,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Idoso,Alta
71,Masculino,Branca,Casado,Ensino superior completo,Aposentado,"$50,000 - $75,000",30,Sim,Não,Sim,Comprou o livro,Sim,Sim,Idoso,Alta
71,Feminino,Branca,Casado,Ensino médio completo,Desabilitado,"$10,000 - $20,000",30,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Alta
71,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",30,Sim,Sim,Não,Pegou numa biblioteca,Sim,Sim,Idoso,Alta
70,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",30,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Idoso,Alta
67,Feminino,Branca,Casado,Ensino médio incompleto,Aposentado,"$30,000 - $40,000",30,Sim,Não,Não,Comprou o livro,Não,Sim,Idoso,Alta
67,Feminino,Branca,Casado,Ensino superior completo,Aposentado,"$75,000 - $100,000",30,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Alta
